type,cell_type,feature,coefficient
tAge,Tn_CD8,CPXM1,-3.838969145
tAge,Tn_CD8,CR1,-0.649570924
tAge,Tn_CD8,CR2,-0.138994051
tAge,Tn_CD8,CRAT,-0.697630786
tAge,Tn_CD8,CRELD1,-0.96355932
tAge,Tn_CD8,CRTAM,-0.294630918
tAge,Tn_CD8,CRYBG1,0.417987321
tAge,Tn_CD8,CSGALNACT1,-0.012715964
tAge,Tn_CD8,CSMD2,-73.7999715
tAge,Tn_CD8,CTAGE4,-5.481304717
tAge,Tn_CD8,CTAGE8,-3.357175006
tAge,Tn_CD8,CTBP1-AS,-21.33515611
tAge,Tn_CD8,CTBP1-DT,-0.310173511
tAge,Tn_CD8,CTTN,-6.806910276
tAge,Tn_CD8,CXCL16,-0.924687149
tAge,Tn_CD8,CXCL5,-44.82861875
tAge,Tn_CD8,CYP39A1,-21.04980257
tAge,Tn_CD8,CYP4F22,-5.450564347
tAge,Tn_CD8,CYP8B1,-16.96332732
tAge,Tn_CD8,DACT1,-2.381276392
tAge,Tn_CD8,DBX1,-38.4041513
tAge,Tn_CD8,DCHS1,-0.024999479
tAge,Tn_CD8,DCTN6,-1.689823426
tAge,Tn_CD8,DCTPP1,-0.585412337
tAge,Tn_CD8,DGCR8,-0.229580461
tAge,Tn_CD8,DIP2C,-0.167674113
tAge,Tn_CD8,DIXDC1,-0.729504158
tAge,Tn_CD8,DLG2,-0.006101276
tAge,Tn_CD8,DNAH8,-10.62184936
tAge,Tn_CD8,DNAJA2,-0.067470015
tAge,Tn_CD8,DNAJB8-AS1,-14.10350237
tAge,Tn_CD8,DNAJC16,-0.030543396
tAge,Tn_CD8,DNAJC8,-0.345320492
tAge,Tn_CD8,DNTT,-66.72032454
tAge,Tn_CD8,DPP6,-0.151049237
tAge,Tn_CD8,DPPA4,-8.788130452
tAge,Tn_CD8,DPYD-AS2,-3.110638647
tAge,Tn_CD8,DSCAML1,1.295117944
tAge,Tn_CD8,DSG1,-2.36758635
tAge,Tn_CD8,DUOX2,-156.6932699
tAge,Tn_CD8,DUOXA1,-5.550917619
tAge,Tn_CD8,DUT,0.110325051
tAge,Tn_CD8,DYRK3,1.476608691
tAge,Tn_CD8,E2F1,-16.11315626
tAge,Tn_CD8,E2F3,-0.403752489
tAge,Tn_CD8,EAPP,-0.128689875
tAge,Tn_CD8,EDA,0.335248158
tAge,Tn_CD8,EEF1E1-BLOC1S5,-15.55546267
tAge,Tn_CD8,EFCAB11,-0.213502843
tAge,Tn_CD8,EFCAB3,-0.04117371
tAge,Tn_CD8,EIF2S2,-0.05825649
tAge,Tn_CD8,ELL3,-17.69622681
tAge,Tn_CD8,ELP4,-0.097556545
tAge,Tn_CD8,EPB41,-0.167784946
tAge,Tn_CD8,EPB41L4A,0.11567518
tAge,Tn_CD8,EPN2-AS1,-16.78677496
tAge,Tn_CD8,EPS15L1,-0.280747328
tAge,Tn_CD8,ERVK9-11,-30.24208922
tAge,Tn_CD8,ESF1,-0.248800071
tAge,Tn_CD8,ESR1,-2.309043451
tAge,Tn_CD8,EVL,-0.14810015
tAge,Tn_CD8,EXTL1,-7.206994526
tAge,Tn_CD8,F11,12.48784206
tAge,Tn_CD8,FAM136A,-0.748444392
tAge,Tn_CD8,FAM168A,-0.121345682
tAge,Tn_CD8,FAM32A,-0.70900326
tAge,Tn_CD8,FAM72C,-17.81325349
tAge,Tn_CD8,FAN1,-0.433046241
tAge,Tn_CD8,FANCC,-0.000871068
tAge,Tn_CD8,FBLN2,-1.831509655
tAge,Tn_CD8,FBXL14,1.098177861
tAge,Tn_CD8,FBXO15,-0.118678266
tAge,Tn_CD8,FBXO28,-0.083924197
tAge,Tn_CD8,FBXW9,-1.335230564
tAge,Tn_CD8,FCGBP,-0.793914066
tAge,Tn_CD8,FERMT1,-12.31477174
tAge,Tn_CD8,FITM2,-0.5915326
tAge,Tn_CD8,FKBPL,-2.194651149
tAge,Tn_CD8,FLT1,-2.352475661
tAge,Tn_CD8,FOCAD-AS1,-15.07519506
tAge,Tn_CD8,FOLR2,-24.53091454
tAge,Tn_CD8,FOXM1,3.355299099
tAge,Tn_CD8,FRAS1,-2.967473243
tAge,Tn_CD8,FXR1,0.556223497
tAge,Tn_CD8,FYB1,-0.68475869
tAge,Tn_CD8,GAB4,-1.282194691
tAge,Tn_CD8,GABPB1-AS1,-0.205227741
tAge,Tn_CD8,GABRR2,-3.268434438
tAge,Tn_CD8,GAPDHS,6.678177695
tAge,Tn_CD8,GBP5,0.281285006
tAge,Tn_CD8,GCAT,-8.678432081
tAge,Tn_CD8,GCC2-AS1,1.238277174
tAge,Tn_CD8,gender,0.026587056
tAge,Tn_CD8,GGT5,-31.39914344
tAge,Tn_CD8,GNG3,-38.36612487
tAge,Tn_CD8,GPA33,-1.953485707
tAge,Tn_CD8,GPR171,-0.08336858
tAge,Tn_CD8,GPR183,0.683245634
tAge,Tn_CD8,GPRASP2,-16.00594643
tAge,Tn_CD8,GRIK2,-10.24241871
tAge,Tn_CD8,GRIN2D,-49.85688116
tAge,Tn_CD8,GRIP1,-0.418485855
tAge,Tn_CD8,GRK1,1.248488794
tAge,Tn_CD8,GRK5,-0.330498926
tAge,Tn_CD8,GRM5,-3.529094544
tAge,Tn_CD8,GRPR,-4.028611741
tAge,Tn_CD8,GSPT2,-1.080074277
tAge,Tn_CD8,GTDC1,-0.754023072
tAge,Tn_CD8,GTF2H4,-1.017227971
tAge,Tn_CD8,GTF3A,-0.13702106
tAge,Tn_CD8,GTSCR1,0.019404243
tAge,Tn_CD8,GYPE,-0.670295457
tAge,Tn_CD8,HBA2,0.038266576
tAge,Tn_CD8,HCAR2,-12.26584109
tAge,Tn_CD8,HDGFL2,-0.667720224
tAge,Tn_CD8,HELLS,-0.272737973
tAge,Tn_CD8,HEXA,-0.547948482
tAge,Tn_CD8,HHLA2,-0.147539994
tAge,Tn_CD8,HIRA,-0.449438103
tAge,Tn_CD8,HIST1H1B,0.441898102
tAge,Tn_CD8,HIST1H2BN,-0.596655445
tAge,Tn_CD8,HIST1H4K,-6.658937691
tAge,Tn_CD8,HMSD,-15.12050816
tAge,Tn_CD8,HNF1A,-43.00501001
tAge,Tn_CD8,HNF4G,-6.353601974
tAge,Tn_CD8,HNRNPDL,-0.265033659
tAge,Tn_CD8,HOMER1,-0.453904438
tAge,Tn_CD8,HOXB-AS1,-0.603794098
tAge,Tn_CD8,HOXB3,-0.556106525
tAge,Tn_CD8,HPGD,-0.766023965
tAge,Tn_CD8,HS3ST3A1,-29.26534459
tAge,Tn_CD8,HS6ST2,-11.51809905
tAge,Tn_CD8,HSFX1,-8.72356306
tAge,Tn_CD8,HTR1E,-120.0838222
tAge,Tn_CD8,HYAL4,-40.59554657
tAge,Tn_CD8,IFT27,-0.602625163
tAge,Tn_CD8,IGFBP2,-33.82318292
tAge,Tn_CD8,IGFBP3,4.673445846
tAge,Tn_CD8,IGHV3-30,-19.2179867
tAge,Tn_CD8,IGLV2-5,-32.64116822
tAge,Tn_CD8,IGSF9,-54.11564042
tAge,Tn_CD8,IKZF2,-0.701958372
tAge,Tn_CD8,IL31RA,-5.133061885
tAge,Tn_CD8,IL36G,-58.19821746
tAge,Tn_CD8,IL7R,-0.388130378
tAge,Tn_CD8,ILDR1,-20.8078664
tAge,Tn_CD8,IMPA2,-0.475255628
tAge,Tn_CD8,INAFM2,-6.281942241
tAge,Tn_CD8,INPP4B,0.888220966
tAge,Tn_CD8,INTU,-6.488429434
tAge,Tn_CD8,IPCEF1,-0.143171739
tAge,Tn_CD8,IQCA1,-2.33483943
tAge,Tn_CD8,IQCE,-3.037147283
tAge,Tn_CD8,ITLN1,-6.1711021
tAge,Tn_CD8,ITPKC,-1.206631235
tAge,Tn_CD8,KALRN,1.71402085
tAge,Tn_CD8,KAT5,-0.036896514
tAge,Tn_CD8,KCNK2,-0.258621679
tAge,Tn_CD8,KIAA0825,-0.32630625
tAge,Tn_CD8,KIAA1549,-6.019835441
tAge,Tn_CD8,KIAA1549L,5.958055852
tAge,Tn_CD8,KIF21A,0.063917041
tAge,Tn_CD8,KIF25-AS1,-12.33903432
tAge,Tn_CD8,KIF4A,-0.297352468
tAge,Tn_CD8,KIR2DL4,-11.2030567
tAge,Tn_CD8,KIT,-7.990151369
tAge,Tn_CD8,KLF6,0.619561538
tAge,Tn_CD8,KLHDC8B,-2.148780576
tAge,Tn_CD8,KLHL13,-0.127393397
tAge,Tn_CD8,KLHL4,-3.708216509
tAge,Tn_CD8,KLHL41,-33.08948709
tAge,Tn_CD8,KLRD1,0.745448121
tAge,Tn_CD8,KMT5B,-0.194430327
tAge,Tn_CD8,KPNA6,-0.006361797
tAge,Tn_CD8,KPNB1,-0.038569749
tAge,Tn_CD8,KY,-33.77424068
tAge,Tn_CD8,LARGE1,0.234763224
tAge,Tn_CD8,LCAT,-12.65543478
tAge,Tn_CD8,LCLAT1,-0.317218734
tAge,Tn_CD8,LDHB,-0.217520387
tAge,Tn_CD8,LDLRAD4,-0.47774996
tAge,Tn_CD8,LEFTY2,-6.110906814
tAge,Tn_CD8,LILRA1,-13.33923602
tAge,Tn_CD8,LILRB4,-6.884713545
tAge,Tn_CD8,LIN7A,-3.255768641
tAge,Tn_CD8,LINC00106,-0.090878672
tAge,Tn_CD8,LINC00384,-19.57087859
tAge,Tn_CD8,LINC00390,-11.74751361
tAge,Tn_CD8,LINC00392,-26.58825855
tAge,Tn_CD8,LINC00513,0.8514564
tAge,Tn_CD8,LINC00620,-39.57737841
tAge,Tn_CD8,LINC00629,-18.59909324
tAge,Tn_CD8,LINC00649,-0.135468432
tAge,Tn_CD8,LINC00652,-0.604068972
tAge,Tn_CD8,LINC00671,-8.203529199
tAge,Tn_CD8,LINC01013,-5.725375944
tAge,Tn_CD8,LINC01116,-85.25133346
tAge,Tn_CD8,LINC01160,-69.83987571
tAge,Tn_CD8,LINC01205,11.42015778
tAge,Tn_CD8,LINC01227,-29.54648765
tAge,Tn_CD8,LINC01231,-0.147044634
tAge,Tn_CD8,LINC01259,-0.549192795
tAge,Tn_CD8,LINC01378,-97.76930794
tAge,Tn_CD8,LINC01478,-5.084687894
tAge,Tn_CD8,LINC01496,-20.84936093
tAge,Tn_CD8,LINC01516,-25.09305999
tAge,Tn_CD8,LINC01600,-21.35474515
tAge,Tn_CD8,LINC01611,-28.02056477
tAge,Tn_CD8,LINC01637,-52.57610684
tAge,Tn_CD8,LINC01725,-0.217992774
tAge,Tn_CD8,LINC01861,-0.447885648
tAge,Tn_CD8,LINC01872,-59.35221808
tAge,Tn_CD8,LINC01876,-0.377676251
tAge,Tn_CD8,LINC01919,-62.1653512
tAge,Tn_CD8,LINC01962,-6.670640133
tAge,Tn_CD8,LINC01982,-31.06280357
tAge,Tn_CD8,LINC02005,-75.30603828
tAge,Tn_CD8,LINC02035,-0.648389546
tAge,Tn_CD8,LINC02125,-0.336601135
tAge,Tn_CD8,LINC02128,-3.406790918
tAge,Tn_CD8,LINC02202,-28.53714622
tAge,Tn_CD8,LINC02204,-59.18507574
tAge,Tn_CD8,LINC02218,-6.909677176
tAge,Tn_CD8,LINC02354,-27.7636982
tAge,Tn_CD8,LINC02405,-50.85132247
tAge,Tn_CD8,LINC02519,-6.092252174
tAge,Tn_CD8,LINC02549,-17.33559192
tAge,Tn_CD8,LKAAEAR1,-29.2613601
tAge,Tn_CD8,LMTK2,-0.384116539
tAge,Tn_CD8,LRIG1,0.220149776
tAge,Tn_CD8,LRP2BP,-0.474327427
tAge,Tn_CD8,LRRC24,-2.026187703
tAge,Tn_CD8,LRRC8D,-0.098899237
tAge,Tn_CD8,LRRC8E,-47.48168819
tAge,Tn_CD8,LRRN3,-0.848558231
tAge,Tn_CD8,LTBP2,-1.812518298
tAge,Tn_CD8,LUC7L,-0.158080439
tAge,Tn_CD8,LUC7L2,-0.068709408
tAge,Tn_CD8,LZTS3,-0.107882204
tAge,Tn_CD8,MAFF,1.292059457
tAge,Tn_CD8,MAGI1,-6.902823784
tAge,Tn_CD8,MAGI2,0.751666964
tAge,Tn_CD8,MAML3,-0.954807462
tAge,Tn_CD8,MAN1C1,-0.612817397
tAge,Tn_CD8,MAN2C1,-0.545670653
tAge,Tn_CD8,MAP3K5,0.914376827
tAge,Tn_CD8,MAPK8,-0.039657238
tAge,Tn_CD8,MAVS,-0.052014117
tAge,Tn_CD8,MCOLN2,0.004351016
tAge,Tn_CD8,ME3,0.65391394
tAge,Tn_CD8,MEIOC,-8.482713046
tAge,Tn_CD8,MFAP1,0.018352024
tAge,Tn_CD8,MFAP5,-20.81188981
tAge,Tn_CD8,MFSD9,-1.233229109
tAge,Tn_CD8,MGST2,-4.127752066
tAge,Tn_CD8,MIP,-0.163624333
tAge,Tn_CD8,MIR9-3HG,-0.204109118
tAge,Tn_CD8,MIRLET7BHG,0.616498673
tAge,Tn_CD8,MIS18BP1,-0.456616103
tAge,Tn_CD8,MISP,-17.17677032
tAge,Tn_CD8,MLIP,-4.494421305
tAge,Tn_CD8,MMS19,-0.35702746
tAge,Tn_CD8,MOB1B,-0.086589888
tAge,Tn_CD8,MORF4L2-AS1,-0.006929701
tAge,Tn_CD8,MOXD1,-6.576641792
tAge,Tn_CD8,MPHOSPH10,-0.04759344
tAge,Tn_CD8,MPIG6B,-0.460909163
tAge,Tn_CD8,MRPL36,-3.633798928
tAge,Tn_CD8,MRPL42,-0.478642458
tAge,Tn_CD8,MS4A5,-9.170704487
tAge,Tn_CD8,MSR1,-2.192950469
tAge,Tn_CD8,MTMR9,-0.2126549
tAge,Tn_CD8,MTRR,0.069646134
tAge,Tn_CD8,MUC6,-8.505396119
tAge,Tn_CD8,MYO16-AS1,-36.47771205
tAge,Tn_CD8,MYO19,-0.432163686
tAge,Tn_CD8,NAALADL2,-0.058020317
tAge,Tn_CD8,NACA,-0.171045914
tAge,Tn_CD8,NAP1L4,-0.898229717
tAge,Tn_CD8,NAV2,0.884898669
tAge,Tn_CD8,NBAT1,-66.94310821
tAge,Tn_CD8,NBEA,-0.505183454
tAge,Tn_CD8,NBPF14,0.436079658
tAge,Tn_CD8,NCALD,-0.527623795
tAge,Tn_CD8,NCL,-0.142579895
tAge,Tn_CD8,NCOA3,-0.071730637
tAge,Tn_CD8,NDFIP1,-0.321980746
tAge,Tn_CD8,NDUFAF4,-0.101052005
tAge,Tn_CD8,NEAT1,0.049387352
tAge,Tn_CD8,NEFH,-0.893173492
tAge,Tn_CD8,NEFM,-11.60421141
tAge,Tn_CD8,NEK3,1.576909966
tAge,Tn_CD8,NEK5,-7.333793676
tAge,Tn_CD8,NEMP1,-0.128001698
tAge,Tn_CD8,NEURL1,-1.006362776
tAge,Tn_CD8,NEXMIF,0.058831273
tAge,Tn_CD8,NFASC,-56.42326428
tAge,Tn_CD8,NHS,4.955954283
tAge,Tn_CD8,NIFK,-0.152461534
tAge,Tn_CD8,NIPSNAP2,-0.011130802
tAge,Tn_CD8,NKX6-2,-14.35765426
tAge,Tn_CD8,NLRP14,-28.26311649
tAge,Tn_CD8,NLRP2,-1.646512138
tAge,Tn_CD8,NLRP7,-3.676709998
tAge,Tn_CD8,NME1,-0.298696573
tAge,Tn_CD8,NME1-NME2,-18.14369723
tAge,Tn_CD8,NNAT,-8.894311189
tAge,Tn_CD8,NOXO1,-8.232637603
tAge,Tn_CD8,NR1H3,3.104132467
tAge,Tn_CD8,NR1I3,-41.65984217
tAge,Tn_CD8,NR5A2,-47.62182481
tAge,Tn_CD8,NRN1L,-5.661223986
tAge,Tn_CD8,NT5E,-0.633751081
tAge,Tn_CD8,NTMT1,-0.584767135
tAge,Tn_CD8,NUCB2,-0.086870899
tAge,Tn_CD8,NUTM2B,-12.19590407
tAge,Tn_CD8,NXPE1,-20.63162586
tAge,Tn_CD8,NYX,-73.12592871
tAge,Tn_CD8,OBSCN,-0.059037444
tAge,Tn_CD8,OBSCN-AS1,-4.07373277
tAge,Tn_CD8,OBSL1,-17.30067295
tAge,Tn_CD8,OCA2,1.837411421
tAge,Tn_CD8,OCM2,-21.81463764
tAge,Tn_CD8,OLFML1,-1.302693524
tAge,Tn_CD8,OR1K1,-20.74490706
tAge,Tn_CD8,OR5B21,-6.430483582
tAge,Tn_CD8,OR5H14,-35.83422461
tAge,Tn_CD8,OSTC,-0.711337423
tAge,Tn_CD8,OVCH2,9.521253796
tAge,Tn_CD8,PAG1,-0.030913402
tAge,Tn_CD8,PAK1,-0.497448056
tAge,Tn_CD8,PAQR5,0.929718365
tAge,Tn_CD8,PATJ,0.694735991
tAge,Tn_CD8,PCDH11Y,-4.033789325
tAge,Tn_CD8,PCID2,-0.626030019
tAge,Tn_CD8,PCK2,1.817760055
tAge,Tn_CD8,PCNX1,0.627778622
tAge,Tn_CD8,PCNX2,0.519409353
tAge,Tn_CD8,PDCD1LG2,-12.81202783
tAge,Tn_CD8,PDCD2,-0.259845354
tAge,Tn_CD8,PDE10A,-2.172642252
tAge,Tn_CD8,PDE7B,-0.501683422
tAge,Tn_CD8,PDSS1,-0.058677253
tAge,Tn_CD8,PDZRN4,-24.94217785
tAge,Tn_CD8,PEAK1,-0.317279813
tAge,Tn_CD8,PEX12,0.238966258
tAge,Tn_CD8,PEX6,-0.803350947
tAge,Tn_CD8,PFN2,-1.344030117
tAge,Tn_CD8,PGAM2,-6.482804033
tAge,Tn_CD8,PIAS3,-1.034594421
tAge,Tn_CD8,PICK1,-0.253625812
tAge,Tn_CD8,PIK3CA,-0.170395868
tAge,Tn_CD8,PILRB,-0.158257514
tAge,Tn_CD8,PKD1L1,-5.909036269
tAge,Tn_CD8,PLA2G7,27.0300822
tAge,Tn_CD8,PLCB1,-0.755720949
tAge,Tn_CD8,PLCB2,-0.570994849
tAge,Tn_CD8,PLD1,5.153550555
tAge,Tn_CD8,PLEKHG4,0.61347377
tAge,Tn_CD8,PMS1,-0.456729912
tAge,Tn_CD8,PNPO,-0.453194082
tAge,Tn_CD8,PON3,-3.389875718
tAge,Tn_CD8,PPCS,-0.46438522
tAge,Tn_CD8,PPFIBP2,0.494735567
tAge,Tn_CD8,PPP1R2,-0.726106181
tAge,Tn_CD8,PPP1R9A,-0.490561549
tAge,Tn_CD8,PPP2R2B,0.621089184
tAge,Tn_CD8,PRAG1,-0.005226163
tAge,Tn_CD8,PRDM5,-0.244069844
tAge,Tn_CD8,PRKACB,-0.3530252
tAge,Tn_CD8,PRKAR1B,-0.390873919
tAge,Tn_CD8,PRKCH,-0.132836637
tAge,Tn_CD8,PRMT5,-2.175354693
tAge,Tn_CD8,PROS1,-10.57344121
tAge,Tn_CD8,PROX1,-42.42894831
tAge,Tn_CD8,PRRC2B,-0.257811749
tAge,Tn_CD8,PSKH1,-2.01367721
tAge,Tn_CD8,PSMA2,-0.477725405
tAge,Tn_CD8,PSMD10,-0.484928651
tAge,Tn_CD8,PSMD2,-0.108886937
tAge,Tn_CD8,PTGER2,0.633281964
tAge,Tn_CD8,PTK2,1.008981694
tAge,Tn_CD8,PTPRK,-0.125395761
tAge,Tn_CD8,PUDP,-0.217915393
tAge,Tn_CD8,PYCR1,-3.399150906
tAge,Tn_CD8,PYHIN1,1.132220229
tAge,Tn_CD8,PZP,1.678309805
tAge,Tn_CD8,R3HDM1,-1.319720843
tAge,Tn_CD8,RAB28,-0.138537277
tAge,Tn_CD8,RAD1,-0.616297513
tAge,Tn_CD8,RAD21-AS1,-57.42825879
tAge,Tn_CD8,RALA,-0.054461519
tAge,Tn_CD8,RANBP17,-2.447003039
tAge,Tn_CD8,RAP1B,-0.300954945
tAge,Tn_CD8,RAP1GAP2,0.538640963
tAge,Tn_CD8,RASA2,-0.224072138
tAge,Tn_CD8,RBMS3,-8.279952002
tAge,Tn_CD8,RETN,-1.727990323
tAge,Tn_CD8,RFPL2,-1.324226985
tAge,Tn_CD8,RFTN1,-0.340805934
tAge,Tn_CD8,RFXAP,-0.002455792
tAge,Tn_CD8,RGMB,0.150832276
tAge,Tn_CD8,RGPD6,-6.460623405
tAge,Tn_CD8,RHBDD1,-0.306756888
tAge,Tn_CD8,RHBDL3,-13.53575025
tAge,Tn_CD8,RHEX,2.043857398
tAge,Tn_CD8,RINT1,-0.149343034
tAge,Tn_CD8,RNF128,-27.31824697
tAge,Tn_CD8,RNF157,0.03511537
tAge,Tn_CD8,ROBO1,-1.17456001
tAge,Tn_CD8,ROPN1,-4.526227625
tAge,Tn_CD8,RORB,-23.94735977
tAge,Tn_CD8,RPAP2,-0.660340959
tAge,Tn_CD8,RPAP3,-0.403115497
tAge,Tn_CD8,RPF1,-0.44438881
tAge,Tn_CD8,RPL5,-0.123224909
tAge,Tn_CD8,RPS6KA2,-0.04917818
tAge,Tn_CD8,RPS6KL1,-2.180994816
tAge,Tn_CD8,RS1,-10.17657959
tAge,Tn_CD8,RUNX1,-0.099945181
tAge,Tn_CD8,SAE1,-0.605824061
tAge,Tn_CD8,SAMD15,-25.74771384
tAge,Tn_CD8,SAMD4A,0.845661089
tAge,Tn_CD8,SARAF,-0.512036279
tAge,Tn_CD8,SASH1,-14.26029436
tAge,Tn_CD8,SCRN1,-0.155394829
tAge,Tn_CD8,SDC4,-6.777795297
tAge,Tn_CD8,SELENOO,-0.223308813
tAge,Tn_CD8,SELENOV,-12.49294264
tAge,Tn_CD8,SEMA3E,-36.46212464
tAge,Tn_CD8,SEMA6C,-3.445446174
tAge,Tn_CD8,SERBP1,-0.205965139
tAge,Tn_CD8,SERPINE1,-5.278441826
tAge,Tn_CD8,SERTAD2,-0.061927569
tAge,Tn_CD8,SESN3,0.369462073
tAge,Tn_CD8,SESTD1,0.100366749
tAge,Tn_CD8,SFI1,-0.096002505
tAge,Tn_CD8,SFRP5,-3.900543917
tAge,Tn_CD8,SGCB,-2.879005908
tAge,Tn_CD8,SGF29,-0.183128431
tAge,Tn_CD8,SH2B2,1.396108279
tAge,Tn_CD8,SH3RF3,-0.393933062
tAge,Tn_CD8,SH3YL1,-0.049314509
tAge,Tn_CD8,SHBG,-4.004705687
tAge,Tn_CD8,SIAE,-1.114128261
tAge,Tn_CD8,SIGLEC15,-45.11302347
tAge,Tn_CD8,SIPA1L3,-0.111818753
tAge,Tn_CD8,SIRPB2,-8.084031772
tAge,Tn_CD8,SKA3,-18.501667
tAge,Tn_CD8,SLAMF1,0.403468036
tAge,Tn_CD8,SLC12A6,-0.267559927
tAge,Tn_CD8,SLC14A2-AS1,-2.259860847
tAge,Tn_CD8,SLC15A4,-0.259180202
tAge,Tn_CD8,SLC18A1,-35.24492998
tAge,Tn_CD8,SLC1A3,-22.99824395
tAge,Tn_CD8,SLC22A23,-0.596158474
tAge,Tn_CD8,SLC24A3,-4.325621799
tAge,Tn_CD8,SLC25A15,-0.494215628
tAge,Tn_CD8,SLC25A2,-20.71766747
tAge,Tn_CD8,SLC25A22,-4.145879614
tAge,Tn_CD8,SLC25A34,2.79019538
tAge,Tn_CD8,SLC35F4,-0.167261693
tAge,Tn_CD8,SLC39A6,-1.482975733
tAge,Tn_CD8,SLC47A1,-7.06963699
tAge,Tn_CD8,SLC4A11,-8.19916771
tAge,Tn_CD8,SLC5A2,-12.05073247
tAge,Tn_CD8,SLC6A3,-3.124170554
tAge,Tn_CD8,SLC7A3,-23.05189161
tAge,Tn_CD8,SLC9A9-AS1,-1.701760936
tAge,Tn_CD8,SLCO3A1,0.46453826
tAge,Tn_CD8,SLFN12L,0.9569739
tAge,Tn_CD8,SMAP1,1.092033181
tAge,Tn_CD8,SMARCA5-AS1,-3.927013644
tAge,Tn_CD8,SNHG4,-2.581047486
tAge,Tn_CD8,SNRNP40,-0.09596023
tAge,Tn_CD8,SNRPB2,0.420198068
tAge,Tn_CD8,SNTA1,-0.146225667
tAge,Tn_CD8,SNX29,-0.152976694
tAge,Tn_CD8,SORCS3,0.152415013
tAge,Tn_CD8,SOX4,-0.235887385
tAge,Tn_CD8,SP140,0.584003787
tAge,Tn_CD8,SPATA41,-14.69088013
tAge,Tn_CD8,SPC25,-3.975049231
tAge,Tn_CD8,SPECC1L-ADORA2A,-13.23252913
tAge,Tn_CD8,SPG7,-0.20411618
tAge,Tn_CD8,SPIN1,-0.634137153
tAge,Tn_CD8,SPINK9,-5.400185917
tAge,Tn_CD8,SPNS3,-1.694374391
tAge,Tn_CD8,SPON2,-0.634015958
tAge,Tn_CD8,SPX,-6.155890308
tAge,Tn_CD8,SRGAP2B,-0.078326124
tAge,Tn_CD8,SRP9,-0.344361785
tAge,Tn_CD8,SRSF8,-0.004047811
tAge,Tn_CD8,SSR3,-0.154302358
tAge,Tn_CD8,ST18,-10.81804474
tAge,Tn_CD8,ST20-AS1,-4.851386532
tAge,Tn_CD8,ST3GAL1,-0.099260799
tAge,Tn_CD8,STAMBPL1,0.690314024
tAge,Tn_CD8,STARD6,-1.573768641
tAge,Tn_CD8,STK38,-0.082584631
tAge,Tn_CD8,STMN1,-0.416003932
tAge,Tn_CD8,SULT1B1,-0.303220165
tAge,Tn_CD8,SYCP2,-0.020153345
tAge,Tn_CD8,SYDE1,-2.290045141
tAge,Tn_CD8,SYN2,-9.019828691
tAge,Tn_CD8,SYNE2,0.880067045
tAge,Tn_CD8,SYNJ2BP,-0.500448113
tAge,Tn_CD8,SYTL2,-0.035793503
tAge,Tn_CD8,TACO1,-1.121455905
tAge,Tn_CD8,TBC1D22A-AS1,-22.33477938
tAge,Tn_CD8,TBL1XR1-AS1,-3.699768362
tAge,Tn_CD8,TBL1Y,-0.74120601
tAge,Tn_CD8,TBPL2,-26.61322513
tAge,Tn_CD8,TCF4,-2.251812263
tAge,Tn_CD8,TCF7L2,-0.595405271
tAge,Tn_CD8,TEF,-1.782814768
tAge,Tn_CD8,TEFM,-2.046532194
tAge,Tn_CD8,TENM1,-0.566895121
tAge,Tn_CD8,TFAM,-0.16773455
tAge,Tn_CD8,TGFBR2,-1.22122131
tAge,Tn_CD8,TGFBR3,0.644870259
tAge,Tn_CD8,TGM4,-19.73904463
tAge,Tn_CD8,THRB,-1.708113717
tAge,Tn_CD8,TIMM17B,-0.169942215
tAge,Tn_CD8,TIMM23,-0.083020838
tAge,Tn_CD8,TLCD2,-38.05399966
tAge,Tn_CD8,TLR8,-34.90408648
tAge,Tn_CD8,TLR9,-12.47260502
tAge,Tn_CD8,TMC7,-3.140161421
tAge,Tn_CD8,TMEM106C,-0.002690281
tAge,Tn_CD8,TMEM123,-0.465169281
tAge,Tn_CD8,TMEM156,-0.049257131
tAge,Tn_CD8,TMEM167A,-0.014968488
tAge,Tn_CD8,TMEM169,-3.705527998
tAge,Tn_CD8,TMEM178A,-12.88066843
tAge,Tn_CD8,TMEM178B,-2.890971778
tAge,Tn_CD8,TMEM198,-79.45684898
