compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id
N-acetyl-L-cysteine,Mus musculus,UM-HET3,5000 ppm water (333 ppm/day bodyweight),7 months,until death,0,NS,0,NS,Female,-18,NA,No,20819793
Nordihydroguaiaretic acid,Mus musculus,UM-HET3,2500 ppm food (417 ppm bodyweight),16-18 months,until death,0,NS,0,NS,Female,0,NS,No,20819793
Nitroflurbiprofen,Mus musculus,UM-HET3,200 ppm food (33 ppm bodyweight),16-18 months,until death,0,NS,0,NS,Female,0,NS,No,20819793
N-acetyl-L-cysteine,Mus musculus,UM-HET3,10000 ppm water (1536 ppm/day bodyweight),7 months,until death,0,NS,0,NS,Female,-25,NA,No,20819793
N-acetyl-L-cysteine,Mus musculus,UM-HET3,10000 ppm water (421 ppm/day bodyweight),7 months,until death,,NA,,S,Male,-31,NA,No,20819793
Aspirin,Mus musculus,UM-HET3,21 ppm food (3.5 ppm bodyweight),16-18 months,until death,0,NS,0,NS,Female,23,S,No,20819793
4-hydroxyphenyl-N-tert-butylnitrone,Mus musculus,UM-HET3,315 ppm food (52 ppm/day bodyweight),16-18 months,until death,0,NS,0,NS,Female,0,NS,No,20819793
Dimethyl sulfoxide,Caenorhabditis elegans,N2,0.005,,,29,S,18.6,NA,Unknown,,NA,No,20828537
Branched-chain amino acids,Mus musculus,B6.129S2,1500 ppm/day bodyweight in water,9 months,until death,12,S,5,NS,Male,,NA,No,20889128
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,41,S,0,NA,Unknown,,NA,No,20944427
Simvastatin,Mus musculus,UM-HET3,120 ppm food (20 ppm/day bodyweight),10 months,until death,0,NS,0,NS,Female,0,NS,Yes,20974732
Simvastatin,Mus musculus,UM-HET3,120 ppm food (20 ppm/day bodyweight),10 months,until death,0,NS,0,NS,Male,0,NS,Yes,20974732
Simvastatin,Mus musculus,UM-HET3,12 ppm food (2 ppm/day bodyweight),10 months,until death,0,NS,0,NS,Female,0,NS,Yes,20974732
Simvastatin,Mus musculus,UM-HET3,12 ppm food (2 ppm/day bodyweight),10 months,until death,0,NS,0,NS,Male,0,NS,Yes,20974732
Resveratrol,Mus musculus,UM-HET3,1200 ppm food (200 ppm/day bodyweight),12 months,until death,0,NS,0,NS,Female,0,NS,Yes,20974732
Resveratrol,Mus musculus,UM-HET3,1200 ppm food (200 ppm/day bodyweight),12 months,until death,0,NS,0,NS,Male,0,NS,Yes,20974732
Resveratrol,Mus musculus,UM-HET3,300 ppm food (50 ppm/day bodyweight),12 months,until death,0,NS,0,NS,Female,0,NS,Yes,20974732
Resveratrol,Mus musculus,UM-HET3,300 ppm food (50 ppm/day bodyweight),12 months,until death,0,NS,0,NS,Male,0,NS,Yes,20974732
Rapamycin,Mus musculus,UM-HET3,14 ppm food (2.24 ppm/day bodyweight),9 months,until death,18,S,13,S,Female,-6,S,Yes,20974732
Rapamycin,Mus musculus,UM-HET3,14 ppm food (2.24 ppm/day bodyweight),9 months,until death,10,S,16,S,Male,-10,S,Yes,20974732
Dapsone,Caenorhabditis elegans,N2,1 mM,,,23.05,S,,NA,Unknown,,NA,No,20974969
Dapsone,Caenorhabditis elegans,N2,0.5 mM,,,22.11,S,,NA,Unknown,,NA,No,20974969
Dapsone,Caenorhabditis elegans,N2,2 mM,,,42.92,S,,NA,Unknown,,NA,No,20974969
Dapsone,Caenorhabditis elegans,N2,2 mM,,,38.22,S,,NA,Unknown,,NA,No,20974969
Sodium pyruvate,Caenorhabditis elegans,N2,2.5 mM,,,13.9,S,,NA,Unknown,,NA,No,21040400
Morphine,Drosophila melanogaster,Oregon R,,,,2.6,S,,NA,Unknown,,NA,No,21061062
Morphine,Drosophila melanogaster,Oregon R,,,,3.2,S,,NA,Unknown,,NA,No,21061062
Genistein,Drosophila melanogaster,Oregon-R,10 μL/100 mL,,,-41.75,S,-40,NA,Male,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,5 μL/100 mL,,,-30.97,S,-27.27,NA,Male,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,3 μL/100 mL,,,-18.99,S,-12.73,NA,Male,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,1 μL/100 mL,,,-14.53,S,-7.27,NA,Male,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,10 μL/100 mL,,,-42.86,S,-36.84,NA,Female,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,5 μL/100 mL,,,-31.95,S,-24.56,NA,Female,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,3 μL/100 mL,,,-20.49,S,-12.28,NA,Female,,NA,No,21127834
Genistein,Drosophila melanogaster,Oregon-R,1 μL/100 mL,,,-14.11,S,-5.26,NA,Female,,NA,No,21127834
Paraquat,Caenorhabditis elegans,N2,0.1 mM,,,58,S,48,NA,Unknown,,NA,No,21151885
Dichloroacetate,Caenorhabditis elegans,N2,50 µg/ml,,,7.9,S,13.5,NA,Unknown,,NA,No,21153705
25-Azacoprostane,Caenorhabditis elegans,N2,25 μm,,,-34.8,S,,NA,Unknown,,NA,No,21186286
Glaucarubinone,Caenorhabditis elegans,N2,100 nM,,,7.9,S,9,NA,Unknown,,NA,No,21264793
Diallyl trisulfide,Caenorhabditis elegans,TJ1060,10 µM,,,13,S,,NA,Unknown,,NA,No,21296648
Triolein,Caenorhabditis elegans,N2,25 µM,,,0,NS,,NA,Unknown,,NA,No,21308896
Trielaidin,Caenorhabditis elegans,N2,25 μM,,,-8.08,NS,,NA,Unknown,,NA,No,21308896
Apple extract,Drosophila melanogaster,Oregon R,NA,,,10,S,,NA,Unknown,,NA,No,21319854
Celecoxib,Caenorhabditis elegans,N2,10 µM,,,19,S,,NA,Unknown,,NA,No,21348927
Resveratrol,Caenorhabditis elegans,N2,100 ug/ml,,,11,NA,11.5,NA,Unknown,,NA,No,21364612
Eicosapentaenoic acid,Caenorhabditis elegans,N2,40 μM,,,-20.37,S,,NA,Unknown,,NA,No,21386131
Palmitic acid,Caenorhabditis elegans,N2,40 μM,,,-5.55,S,,NA,Unknown,,NA,No,21386131
Nectarine extract,Drosophila melanogaster,Canton S,0.04,,,17.6,S,2.7,NA,Female,,NA,No,21406223
Thioflavin T,Caenorhabditis elegans,N2,50-100 µM,,,60,S,78,NA,Unknown,,NA,No,21451522
Oregano extract,Anastrepha ludens,Loew,0.02,,,43,S,,NA,Unknown,,NA,No,21455602
Pyrrolidine dithiocarbamate,Drosophila melanogaster,,20 mg/l,,,15,S,,NA,Male,,NA,No,21483034
Pyrrolidine dithiocarbamate,Drosophila melanogaster,,20 mg/l,,,16,S,,NA,Female,,NA,No,21483034
Rosmarinic acid,Caenorhabditis elegans,N2,200 µM,,,10,S,,NA,Unknown,,NA,No,21503726
Caffeic acid,Caenorhabditis elegans,N2,300 µM,,,11,S,,NA,Unknown,,NA,No,21503726
Epicatechin,Drosophila melanogaster,Canton S,0.1 mM/l,,,42,S,,NA,Unknown,,NA,No,21525262
Quercetin,Caenorhabditis elegans,N2,22 µg/mL,,,14,S,,NA,Unknown,,NA,No,21563825
Q3'G,Caenorhabditis elegans,N2,21 µg/mL,,,12,S,,NA,Unknown,,NA,No,21563825
Q3M,Caenorhabditis elegans,N2,20 µg/mL,,,20,S,,NA,Unknown,,NA,No,21563825
Phloridzin,Saccharomyces cerevisiae,K6001,30 μM,,,33.33,S,,NA,Unknown,,NA,No,21597195
Phloridzin,Saccharomyces cerevisiae,K6001,10 μM,,,17.39,S,,NA,Unknown,,NA,No,21597195
Phloridzin,Saccharomyces cerevisiae,K6001,1 μM,,,5.79,NS,,NA,Unknown,,NA,No,21597195
Resveratrol,Saccharomyces cerevisiae,K6001,10 μM,,,23.18,S,,NA,Unknown,,NA,No,21597195
Platinum nanoparticles,Caenorhabditis elegans,N2,2 ppb,,,18.2,S,,NA,Unknown,,NA,No,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,5 ppb,,,7.1,S,,NA,Unknown,,NA,No,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,10 ppb,,,5,NS,,NA,Unknown,,NA,No,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,2 ppb,,,3.9,NS,,NA,Unknown,,NA,No,21737933
Platinum nanoparticles,Caenorhabditis elegans,N2,50 ppb,,,1.7,NS,,NA,Unknown,,NA,No,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,37.4,S,,NA,Unknown,,NA,No,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,32.3,S,,NA,Unknown,,NA,No,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,15.5,S,,NA,Unknown,,NA,No,21737933
Electrolyzed reduced water,Caenorhabditis elegans,N2,,,,12.1,S,,NA,Unknown,,NA,No,21737933
Ferulsinaic acid,Caenorhabditis elegans,N2,100 µM,,,20,S,,NA,Unknown,,NA,No,21749391
Plumbagin,Caenorhabditis elegans,N2,500 µM,,,-91,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,500 µM,,,-81,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,400 µM,,,-90,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,300 µM,,,-86,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,250 µM,,,-86,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,,,12,S,5,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,250 µM,,,-91,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,200 µM,,,-84,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,150 µM,,,-23,S,,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,,,-11,S,-13,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,,,1,NS,2,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,,,-16,S,-15,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,,,-3,NS,-6,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,,,12,S,12,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,,,11,S,13,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,,,11,S,6,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,,,10,NS,2,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,10 µM,,,7,NS,3,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,,,15,S,5,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,7.5 µM,,,0,NS,0,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,,,3,S,12,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,10 µM,,,9,NS,2,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,,,2,NS,-8,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,5 µM,,,3,NS,3,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,1 µM,,,1,NS,3,NA,Unknown,,NA,No,21765926
Plumbagin,Caenorhabditis elegans,N2,2.5 µM,,,3,NS,5,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,,,2,NS,5,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,,,9,NS,15,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,,,15,S,10,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,50 µM,,,2,NS,1,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,,,15,S,14,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,1 mM,,,10,S,24,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,,,15,S,12,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,,,22,S,25,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,1 mM,,,12,S,24,NA,Unknown,,NA,No,21765926
Oxoline,Caenorhabditis elegans,N2,1 mM,,,13,S,18,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,,,14,S,8,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,,,8,S,14,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,100 µM,,,8,S,7,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,,,9,NS,4,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,,,10,S,8,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,100 µM,,,10,S,12,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,,,19,S,16,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,50 µM,,,2,NS,0,NA,Unknown,,NA,No,21765926
Naphthazarin,Caenorhabditis elegans,N2,100 µM,,,11,S,12,NA,Unknown,,NA,No,21765926
Tamarixetin,Caenorhabditis elegans,N2,200 µM,,,11.46,S,-2.04,NA,Unknown,,NA,No,21776484
Isorhamnetin,Caenorhabditis elegans,N2,200 µM,,,15.92,S,16.04,NA,Unknown,,NA,No,21776484
Quercetin,Caenorhabditis elegans,N2,200 µM,,,10.82,S,5.11,NA,Unknown,,NA,No,21776484
Catechin,Caenorhabditis elegans,N2,800 µM,,,6.5,S,,NA,Unknown,,NA,No,21805983
Catechin,Caenorhabditis elegans,N2,400 μM,,,7.55,S,,NA,Unknown,,NA,No,21805983
Catechin,Caenorhabditis elegans,N2,300 µM,,,5.85,S,,NA,Unknown,,NA,No,21805983
Catechin,Caenorhabditis elegans,N2,200 µM,,,8.87,S,,NA,Unknown,,NA,No,21805983
Catechin,Caenorhabditis elegans,N2,100 µM,,,8.39,S,,NA,Unknown,,NA,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,300 µM,,,-5.14,S,,NA,Unknown,,NA,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,200 µM,,,0.57,NS,,NA,Unknown,,NA,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,100 µM,,,0.93,NS,,NA,Unknown,,NA,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,50 µM,,,8.99,S,,NA,Unknown,,NA,No,21805983
Ellagic acid,Caenorhabditis elegans,N2,25 µM,,,3.63,NS,,NA,Unknown,,NA,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,800 µM,,,2.06,NS,,NA,Unknown,,NA,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,400 μM,,,5.03,S,,NA,Unknown,,NA,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,200 µM,,,4.89,S,,NA,Unknown,,NA,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,100 µM,,,5.34,S,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,400 μM,,,-10.64,S,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,300 µM,,,-0.95,NS,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,200 µM,,,8.35,S,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,100 µM,,,17.6,S,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,50 µM,,,16.17,S,,NA,Unknown,,NA,No,21805983
Tannic acid,Caenorhabditis elegans,N2,25 µM,,,10.26,S,,NA,Unknown,,NA,No,21805983
Gallic Acid,Caenorhabditis elegans,N2,300 µM,,,10,S,,NA,Unknown,,NA,No,21805983
Rasayana diet,Drosophila melanogaster,Oregon-K,1 drop,,,55,S,,NA,Male,,NA,No,21836798
Rasayana diet,Drosophila melanogaster,Oregon-K,1 drop,,,51.1,S,,NA,Female,,NA,No,21836798
Curcumin,Caenorhabditis elegans,N2,20 µM,,,39,S,,NA,Unknown,,NA,No,21855561
Royal Jelly,Caenorhabditis elegans,N2,10 µg/ml,,,18,S,44,NA,Unknown,,NA,No,21858156
Astragalus extract,Caenorhabditis elegans,N2,1-2.5 mg/ml,,,23.8,S,,NA,Unknown,,NA,No,21892924
Rosa damascena extract,Drosophila melanogaster,w1118,,,,14.5,S,6.4,NA,Male,,NA,No,21928072
Rosa damascena extract,Drosophila melanogaster,w1118,,,,4.5,NS,7.4,NA,Female,,NA,No,21928072
Rosa damascena extract,Drosophila melanogaster,B,,,,31.7,S,13,NA,Female,,NA,No,21928072
Rosa damascena extract,Drosophila melanogaster,B,,,,22.4,S,12.7,NA,Male,,NA,No,21928072
Lonidamine,Caenorhabditis elegans,,5 µM,,,8,S,8,NA,Unknown,,NA,No,21932172
Astaxanthin,Caenorhabditis elegans,N2,1 mM,,,28.6,S,21.7,NA,Unknown,,NA,No,22013497
Dafadine-A,Caenorhabditis elegans,N2,50 µM,,,29,S,,NA,Unknown,,NA,No,22057127
Resveratrol,Drosophila melanogaster,Canton S,100 µM ,,,1.8,NS,,NA,Female,,NA,No,22083438
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-1.5,NS,,NA,Female,,NA,No,22083438
Resveratrol,Drosophila melanogaster,Canton S,100 µM ,,,1,NS,,NA,Male,,NA,No,22083438
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-2.1,NS,,NA,Male,,NA,No,22083438
Rapamycin,Mus musculus,129/Sv,1.5 ppm bodyweight subcutaneous injection 3 times a week for 2 weeks followed by a 2-week break,2 months,until death,10,NS,8,S,Female,-8,S,No,22107964
Ciclopirox olamine,Caenorhabditis elegans,N2,0.0001,,,41,S,52,NA,Unknown,,NA,No,22114686
Bacitracin,Caenorhabditis elegans,N2,0.01,,,58.5,S,74,NA,Unknown,,NA,No,22114686
Baicalein,Caenorhabditis elegans,N2,0.001,,,36.7,S,52,NA,Unknown,,NA,No,22114686
Acetaminophen,Caenorhabditis elegans,N2,0.10%,,,48.6,S,66,NA,Unknown,,NA,No,22114686
Fluoranthene,Caenorhabditis elegans,N2,5 μg/mL,,,-52.82,S,,NA,Unknown,,NA,No,22132200
Naringenin,Caenorhabditis elegans,N2,100 µM,,,-1.33,NS,3.35,NA,Unknown,,NA,No,22155175
Kaempferol,Caenorhabditis elegans,N2,100 µM,,,5.63,S,6.65,NA,Unknown,,NA,No,22155175
Quercetin,Caenorhabditis elegans,N2,100 µM,,,5.79,S,18.35,NA,Unknown,,NA,No,22155175
Myricetin,Caenorhabditis elegans,N2,100 µM,,,17.99,S,21.65,NA,Unknown,,NA,No,22155175
Blueberry extract,Drosophila melanogaster,,5 mg/ml,,,10,S,,NA,Unknown,,NA,No,22197903
Reserpine,Caenorhabditis elegans,N2,60 uM,,,30,S,,NA,Unknown,,NA,No,22212533
Icariin,Caenorhabditis elegans,N2,45 µM,,,20.7,S,,NA,Unknown,,NA,No,22216122
Minocycline,Drosophila melanogaster,Oregon,0.05 mM,,,49,S,,NA,Male,,NA,No,22330257
Staurosporine,Drosophila melanogaster,Oregon R,30-50 µM,,,34.8,S,,NA,Unknown,,NA,No,22363408
Tyrphostin AG 1478,Drosophila melanogaster,Oregon R,100 µM,,,19.5,S,,NA,Unknown,,NA,No,22363408
Tyrphostin AG 1295,Drosophila melanogaster,Oregon R,300-500 µM,,,22.5,S,,NA,Unknown,,NA,No,22363408
Tyrphostin 9,Drosophila melanogaster,Oregon R,300-500 µM,,,17.3,S,,NA,Unknown,,NA,No,22363408
Tyrphostin 1,Drosophila melanogaster,Oregon R,100-300 µM,,,19,S,,NA,Unknown,,NA,No,22363408
SP600125,Drosophila melanogaster,Oregon R,10 mM,,,23.5,S,,NA,Unknown,,NA,No,22363408
SB203580,Drosophila melanogaster,Oregon R,300 µM,,,30.3,S,,NA,Unknown,,NA,No,22363408
KN-93,Drosophila melanogaster,Oregon R,10-100 µM,,,20,S,,NA,Unknown,,NA,No,22363408
Quercetin dihydrate,Drosophila melanogaster,Oregon R,1 mM,,,23,S,,NA,Unknown,,NA,No,22363408
PP2 AG1879,Drosophila melanogaster,Oregon R,300 µM,,,22.8,S,,NA,Unknown,,NA,No,22363408
PD-98059,Drosophila melanogaster,Oregon R,300-1000 µM,,,27,S,,NA,Unknown,,NA,No,22363408
Indirubin,Drosophila melanogaster,Oregon R,3 mM,,,8.2,S,,NA,Unknown,,NA,No,22363408
HA-1077,Drosophila melanogaster,Oregon R,10 µM,,,14.5,S,,NA,Unknown,,NA,No,22363408
HA-1004,Drosophila melanogaster,Oregon R,1-10 µM,,,18,S,,NA,Unknown,,NA,No,22363408
Everolimus,Drosophila melanogaster,Oregon R,3 mM,,,16.6,S,,NA,Unknown,,NA,No,22363408
AG-490,Drosophila melanogaster,Oregon R,300 µM,,,17.5,S,,NA,Unknown,,NA,No,22363408
Erbstatin analog,Drosophila melanogaster,Oregon R,5 mM,,,18,S,,NA,Unknown,,NA,No,22363408
Damnacanthus officinarum root extract,Caenorhabditis elegans,N2,1200 µg/mL,,,30.3,S,,NA,Unknown,,NA,No,22370553
Damnacanthus officinarum leaf extract,Caenorhabditis elegans,N2,1200 µg/mL,,,18.6,S,,NA,Unknown,,NA,No,22370553
L-theanine,Caenorhabditis elegans,N2,0.1 µM,,,3.6,S,4.4,NA,Unknown,,NA,No,22422488
Deferoxamine ,Caenorhabditis elegans,N2,100 µM ,,,-4.45,NS,,NA,Unknown,,NA,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,9 mM,,,0.53,NS,,NA,Unknown,,NA,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,25 mM,,,-23.16,S,,NA,Unknown,,NA,No,22445852
Ferric ammonium citrate,Caenorhabditis elegans,N2,10 mM,,,-2.13,NS,,NA,Unknown,,NA,No,22445852
Medium-chain triglyceride oil,Mus musculus,UM-HET3,60000 ppm food,4 months,until death,2,NS,0,NS,Female,-15,S,Yes,22451473
Medium-chain triglyceride oil,Mus musculus,UM-HET3,60000 ppm food,4 months,until death,-1,NS,0,NS,Male,-6,NS,Yes,22451473
Green tea extract,Mus musculus,UM-HET3,2000 ppm food,4 months,until death,7,NS,0,NS,Female,2,S,Yes,22451473
Green tea extract,Mus musculus,UM-HET3,2000 ppm food,4 months,until death,5,NS,0,NS,Male,6,S,Yes,22451473
Resveratrol,Mus musculus,UM-HET3,300 ppm food,4 months,until death,5,NS,0,NS,Female,-3,S,Yes,22451473
Resveratrol,Mus musculus,UM-HET3,300 ppm food,4 months,until death,3,NS,0,NS,Male,3,NS,Yes,22451473
Oxaloacetate,Mus musculus,UM-HET3,2200 ppm food,4 months,until death,3,NS,0,NS,Female,4,NS,Yes,22451473
Oxaloacetate,Mus musculus,UM-HET3,2200 ppm food,4 months,until death,4,NS,0,NS,Male,2,NS,Yes,22451473
Curcumin,Mus musculus,UM-HET3,2000 ppm food,4 months,until death,5,NS,0,NS,Female,-9,S,Yes,22451473
Curcumin,Mus musculus,UM-HET3,2000 ppm food,4 months,until death,3,NS,0,NS,Male,2,NS,Yes,22451473
Proline,Caenorhabditis elegans,N2,5 µM,,,5.8,S,,NA,Unknown,,NA,No,22482728
Tocotrienol,Caenorhabditis elegans,N2,86 µg,,,21,S,18,NA,Unknown,,NA,No,22484623
Tocotrienol,Caenorhabditis elegans,N2,259 µg,,,12,S,11,NA,Unknown,,NA,No,22484623
Tocotrienol,Caenorhabditis elegans,N2,26 µg,,,8.6,S,3.5,NA,Unknown,,NA,No,22484623
Gamma-tocopherol,Caenorhabditis elegans,N2,43 µg,,,10.1,S,12.3,NA,Unknown,,NA,No,22484623
Astaxanthin,Caenorhabditis elegans,N2,6 µg,,,20.8,S,14.6,NA,Unknown,,NA,No,22484623
Resveratrol,Saccharomyces cerevisiae,BY4741,10 µM,,,33.8,S,,NA,Unknown,,NA,No,22484922
Hesperidin,Saccharomyces cerevisiae,BY4741,50 µM,,,4.6,S,,NA,Unknown,,NA,No,22484922
Hesperidin,Saccharomyces cerevisiae,BY4741,10 µM,,,36.9,S,,NA,Unknown,,NA,No,22484922
Hesperidin,Saccharomyces cerevisiae,BY4741,5 µM,,,15.4,S,,NA,Unknown,,NA,No,22484922
Tannic acid,Caenorhabditis elegans,N2,50 µM,,,16,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,100 µM,,,19,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,100 µM,,,18,S,,NA,Unknown,,NA,No,22493606
Quercetin,Caenorhabditis elegans,N2,200 µM,,,10,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,25 µM,,,10,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,400 µM,,,-11,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,200 µM,,,8,S,,NA,Unknown,,NA,No,22493606
Tannic acid,Caenorhabditis elegans,N2,300 µM,,,1,NS,,NA,Unknown,,NA,No,22493606
Quercetin,Caenorhabditis elegans,N2,100 µM,,,11,S,,NA,Unknown,,NA,No,22493606
Quercetin,Caenorhabditis elegans,N2,200 µM,,,9,S,,NA,Unknown,,NA,No,22493606
Quercetin,Caenorhabditis elegans,N2,50 µM,,,2,NS,,NA,Unknown,,NA,No,22493606
Quercetin,Caenorhabditis elegans,N2,250 µM,,,-7,S,,NA,Unknown,,NA,No,22493606
C60 fullerene,Rattus norvegicus,,1.7 mg/kg of body weight,,,90,S,,NA,Unknown,,NA,No,22498298
Olive Oil,Rattus norvegicus,,,,,18,S,,NA,Unknown,,NA,No,22498298
"1,2,4-triazolo[1,5-a]pyridine",Caenorhabditis elegans,N2,500 nM,,,12,S,,NA,Unknown,,NA,No,22509764
Proanthocycanidin,Caenorhabditis elegans,N2,67 µg/ml,,,36.6,S,,NA,Unknown,,NA,No,22509764
HuminFeed,Caenorhabditis elegans,N2,400 µM,,,12.5,S,,NA,Unknown,,NA,No,22529848
HF-HQ,Caenorhabditis elegans,N2,400 µM,,,20,S,,NA,Unknown,,NA,No,22529848
Rapamycin,Caenorhabditis elegans,N2,100 µM,,,19,S,,NA,Unknown,,NA,No,22560223
Curcumin,Drosophila melanogaster,Oregon R,0.5 mg/g,,,15.5,S,-1.9,NA,Female,,NA,No,22653297
Curcumin,Drosophila melanogaster,Oregon R,0.5 mg/g,,,6.2,NS,-5.2,NA,Male,,NA,No,22653297
Curcumin,Drosophila melanogaster,Oregon R,1 mg/g,,,25.8,S,-5.2,NA,Male,,NA,No,22653297
Curcumin,Drosophila melanogaster,Oregon R,1 mg/g,,,12.6,S,13,NA,Female,,NA,No,22653297
Simvastatin,Drosophila melanogaster,,240 µM,,,25,S,,NA,Unknown,,NA,No,22737247
"3,4-dihydroxybenzaldehyde",Drosophila melanogaster,yw (y1w67c23),1 mM,,,23,S,,NA,Female,,NA,No,22809229
"3,4-dihydroxybenzaldehyde",Drosophila melanogaster,yw (y1w67c23),3 mM,,,13,S,,NA,Female,,NA,No,22809229
